"Month","Day","Year","Hr","Inverter_hr_mean"
"5","15","17","21",0
"5","15","17","22",0
"5","15","17","23",0
"5","15","17","3",0
"5","15","17","4",0
"5","15","17","5",13.1975
"5","15","17","6",223.725
"5","15","17","7",1108.5
"5","15","17","8",2358.5
"5","15","17","9",3341.5
"5","16","16","0",0
"5","16","16","1",0
"5","16","16","10",3745.5
"5","16","16","11",3500.75
"5","16","16","12",3570.25
"5","16","16","13",3303.75
"5","16","16","14",2290.5
"5","16","16","15",1075.5
"5","16","16","16",559.5
"5","16","16","17",566.25
"5","16","16","18",300.85
"5","16","16","19",26.9925
"5","16","16","2",0
"5","16","16","20",0
"5","16","16","21",0
"5","16","16","22",0
"5","16","16","23",0
"5","16","16","3",0
"5","16","16","4",0
"5","16","16","5",26.725
"5","16","16","6",273
"5","16","16","7",1111.5
"5","16","16","8",2333
"5","16","16","9",3441
"5","16","17","0",0
"5","16","17","1",0
"5","16","17","10",4182.75
"5","16","17","11",4465
"5","16","17","12",4697.25
"5","16","17","13",4361.5
"5","16","17","14",4252
"5","16","17","15",3942.5
"5","16","17","16",2979.5
"5","16","17","17",1784.75
"5","16","17","18",631.5
"5","16","17","19",105.425
"5","16","17","2",0
"5","16","17","20",0.7925
"5","16","17","21",0
"5","16","17","22",0
"5","16","17","23",0
"5","16","17","3",0
"5","16","17","4",0
"5","16","17","5",11.18
"5","16","17","6",240.6
"5","16","17","7",1018
"5","16","17","8",1841.75
"5","16","17","9",3076.25
"5","17","16","0",0
"5","17","16","1",0
"5","17","16","10",1735.25
"5","17","16","11",2173.5
"5","17","16","12",2486.5
"5","17","16","13",1416.75
"5","17","16","14",859
"5","17","16","15",696
"5","17","16","16",473.25
"5","17","16","17",513
"5","17","16","18",260.75
"5","17","16","19",43.965
"5","17","16","2",0
"5","17","16","20",0
"5","17","16","21",0
"5","17","16","22",0
"5","17","16","23",0
"5","17","16","3",0
"5","17","16","4",0
"5","17","16","5",4.2
"5","17","16","6",106.6
"5","17","16","7",275.75
"5","17","16","8",713.75
"5","17","16","9",1377.5
"5","17","17","0",0
"5","17","17","1",0
"5","17","17","10",3944.5
"5","17","17","11",2720.5
"5","17","17","12",2641.25
"5","17","17","13",2375
"5","17","17","14",3014.75
"5","17","17","15",1688.25
"5","17","17","16",2198.75
"5","17","17","17",1621
"5","17","17","18",617
"5","17","17","19",120.875
"5","17","17","2",0
"5","17","17","20",0.9725
"5","17","17","21",0
"5","17","17","22",0
"5","17","17","23",0
"5","17","17","3",0
"5","17","17","4",0
"5","17","17","5",19.4875
"5","17","17","6",202.025
"5","17","17","7",1004.25
"5","17","17","8",2075.5
"5","17","17","9",3038
"5","18","16","0",0
"5","18","16","1",0
"5","18","16","10",4075.5
"5","18","16","11",4074
"5","18","16","12",3571.25
"5","18","16","13",2753.75
"5","18","16","14",2482.75
"5","18","16","15",2047
"5","18","16","16",1179.25
"5","18","16","17",1488.5
"5","18","16","18",464
"5","18","16","19",170.35
"5","18","16","2",0
"5","18","16","20",2.1675
"5","18","16","21",0
"5","18","16","22",0
"5","18","16","23",0
"5","18","16","3",0
"5","18","16","4",0
"5","18","16","5",17.35
"5","18","16","6",242
"5","18","16","7",1104
"5","18","16","8",2332
"5","18","16","9",3348.25
"5","18","17","0",0
"5","18","17","1",0
"5","18","17","10",3995.25
"5","18","17","11",4376.5
"5","18","17","12",4224.5
"5","18","17","13",3589.25
"5","18","17","14",3262.25
"5","18","17","15",1893.75
"5","18","17","16",1074.75
"5","18","17","17",1342.5
"5","18","17","18",1126.5
"5","18","17","19",167.925
"5","18","17","2",0
"5","18","17","20",3.8
"5","18","17","21",0
"5","18","17","22",0
"5","18","17","23",0
"5","18","17","3",0
"5","18","17","4",0
"5","18","17","5",14.0375
"5","18","17","6",228.05
"5","18","17","7",1096.25
"5","18","17","8",2048.75
"5","18","17","9",3339
"5","19","16","0",0
"5","19","16","1",0
"5","19","16","10",3991.25
"5","19","16","11",4375
"5","19","16","12",4446.75
"5","19","16","13",4418.25
"5","19","16","14",4301
"5","19","16","15",3654.25
"5","19","16","16",2874.75
"5","19","16","17",1784
"5","19","16","18",720
"5","19","16","19",167.4
"5","19","16","2",0
"5","19","16","20",2.75
"5","19","16","21",0
"5","19","16","22",0
"5","19","16","23",0
"5","19","16","3",0
"5","19","16","4",0
"5","19","16","5",19.875
"5","19","16","6",292.5
"5","19","16","7",1103.25
"5","19","16","8",2274.5
"5","19","16","9",3284.75
"5","19","17","0",0
"5","19","17","1",0
"5","19","17","10",1386
"5","19","17","11",1907.25
"5","19","17","12",1571
"5","19","17","13",1266
"5","19","17","14",2230.75
"5","19","17","15",2025.5
"5","19","17","16",1411.5
"5","19","17","17",1108
"5","19","17","18",352.75
"5","19","17","19",48
"5","19","17","2",0
"5","19","17","20",0.16925
"5","19","17","21",0
"5","19","17","22",0
"5","19","17","23",0
"5","19","17","3",0
"5","19","17","4",0
"5","19","17","5",3.425
"5","19","17","6",66.275
"5","19","17","7",65.95
"5","19","17","8",42.59
"5","19","17","9",1039
"5","2","16","0",0
"5","2","16","1",0
"5","2","16","10",1036
"5","2","16","11",1170.25
"5","2","16","12",3131.75
"5","2","16","13",2677
"5","2","16","14",831.75
"5","2","16","15",634.5
"5","2","16","16",632.5
"5","2","16","17",440
"5","2","16","18",189.5
"5","2","16","19",72.925
"5","2","16","2",0
"5","2","16","20",0
"5","2","16","21",0
"5","2","16","22",0
"5","2","16","23",0
"5","2","16","3",0
"5","2","16","4",0
"5","2","16","5",0
"5","2","16","6",34.8975
"5","2","16","7",220.5
"5","2","16","8",643
"5","2","16","9",660.5
"5","2","17","0",0
"5","2","17","1",0
"5","2","17","10",3586
"5","2","17","11",3610.5
"5","2","17","12",3347.25
"5","2","17","13",3622.25
"5","2","17","14",2086.75
"5","2","17","15",1824.75
"5","2","17","16",2388
"5","2","17","17",1200
"5","2","17","18",462
"5","2","17","19",73.52
"5","2","17","2",0
"5","2","17","20",0
"5","2","17","21",0
"5","2","17","22",0
"5","2","17","23",0
"5","2","17","3",0
"5","2","17","4",0
"5","2","17","5",3.225
"5","2","17","6",162.175
"5","2","17","7",992.5
"5","2","17","8",2422.25
"5","2","17","9",3705.5
"5","20","16","0",0
"5","20","16","1",0
"5","20","16","10",1690
"5","20","16","11",1991.5
"5","20","16","12",1769.25
"5","20","16","13",1408.75
"5","20","16","14",852
"5","20","16","15",631
"5","20","16","16",685
"5","20","16","17",342
"5","20","16","18",175.5
"5","20","16","19",34.25
"5","20","16","2",0
"5","20","16","20",0
"5","20","16","21",0
"5","20","16","22",0
"5","20","16","23",0
"5","20","16","3",0
"5","20","16","4",0
"5","20","16","5",5.35775
"5","20","16","6",117.625
"5","20","16","7",231.25
"5","20","16","8",1102.5
"5","20","16","9",1479.5
"5","20","17","0",0
"5","20","17","1",0
"5","20","17","10",1191
"5","20","17","11",2785.5
"5","20","17","12",3913
"5","20","17","13",3480.75
"5","20","17","14",2226.25
"5","20","17","15",2607.5
"5","20","17","16",2423.75
"5","20","17","17",1357
"5","20","17","18",579
"5","20","17","19",171.375
"5","20","17","2",0
"5","20","17","20",2.4925
"5","20","17","21",0
"5","20","17","22",0
"5","20","17","23",0
"5","20","17","3",0
"5","20","17","4",0
"5","20","17","5",14.55
"5","20","17","6",79.7
"5","20","17","7",42.075
"5","20","17","8",16.0175
"5","20","17","9",84.075
"5","21","16","0",0
"5","21","16","1",0
"5","21","16","10",3781.75
"5","21","16","11",4156.25
"5","21","16","12",4400
"5","21","16","13",4410.25
"5","21","16","14",4152
"5","21","16","15",3606.75
"5","21","16","16",2848.75
"5","21","16","17",1654.5
"5","21","16","18",636
"5","21","16","19",122.15
"5","21","16","2",0
"5","21","16","20",2.445
"5","21","16","21",0
"5","21","16","22",0
"5","21","16","23",0
"5","21","16","3",0
"5","21","16","4",0
"5","21","16","5",7.9
"5","21","16","6",115
"5","21","16","7",665
"5","21","16","8",1487
"5","21","16","9",3006.25
"5","21","17","0",0
"5","21","17","1",0
"5","21","17","10",3847
"5","21","17","11",3553.25
"5","21","17","12",2408.75
"5","21","17","13",2723.75
"5","21","17","14",2504.75
"5","21","17","15",1507.25
"5","21","17","16",1295.75
"5","21","17","17",1017.75
"5","21","17","18",547.75
"5","21","17","19",150.675
"5","21","17","2",0
"5","21","17","20",2.82225
"5","21","17","21",0
"5","21","17","22",0
"5","21","17","23",0
"5","21","17","3",0
"5","21","17","4",0
"5","21","17","5",0.06625
"5","21","17","6",172
"5","21","17","7",1136.25
"5","21","17","8",2544.25
"5","21","17","9",3192.75
"5","22","16","0",0
"5","22","16","1",0
"5","22","16","10",3936.25
"5","22","16","11",4324.75
"5","22","16","12",4405.25
"5","22","16","13",4393.5
"5","22","16","14",4181.75
"5","22","16","15",3558.5
"5","22","16","16",1609.5
"5","22","16","17",1639.5
"5","22","16","18",640.75
"5","22","16","19",112.65
"5","22","16","2",0
"5","22","16","20",3.9795
"5","22","16","21",0
"5","22","16","22",0
"5","22","16","23",0
"5","22","16","3",0
"5","22","16","4",0
"5","22","16","5",21.925
"5","22","16","6",275
"5","22","16","7",1084.5
"5","22","16","8",2206.5
"5","22","16","9",3202.75
"5","22","17","0",0
"5","22","17","1",0
"5","22","17","10",4365.25
"5","22","17","11",4716.25
"5","22","17","12",4711
"5","22","17","13",4710.75
"5","22","17","14",4635.75
"5","22","17","15",3944.25
"5","22","17","16",2714.5
"5","22","17","17",1413.25
"5","22","17","18",595.5
"5","22","17","19",93.375
"5","22","17","2",0
"5","22","17","20",2.225
"5","22","17","21",0
"5","22","17","22",0
"5","22","17","23",0
"5","22","17","3",0
"5","22","17","4",0
"5","22","17","5",24.45
"5","22","17","6",297.75
"5","22","17","7",1215.75
"5","22","17","8",2430
"5","22","17","9",3485.25
"5","23","16","0",0
"5","23","16","1",0
"5","23","16","10",3850.5
"5","23","16","11",4283.75
"5","23","16","12",4394.75
"5","23","16","13",4350.5
"5","23","16","14",4060.75
"5","23","16","15",3426.5
"5","23","16","16",2622
"5","23","16","17",1215.25
"5","23","16","18",454.25
"5","23","16","19",165.35
"5","23","16","2",0
"5","23","16","20",2.725
"5","23","16","21",0
"5","23","16","22",0
"5","23","16","23",0
"5","23","16","3",0
"5","23","16","4",0
"5","23","16","5",21.42625
"5","23","16","6",274.5
"5","23","16","7",1056.5
"5","23","16","8",2180.75
"5","23","16","9",3158
"5","23","17","0",0
"5","23","17","1",0
"5","23","17","10",1404
"5","23","17","11",1976
"5","23","17","12",1876.5
"5","23","17","13",1830
"5","23","17","14",2154.75
"5","23","17","15",1728
"5","23","17","16",644.25
"5","23","17","17",625.5
"5","23","17","18",341
"5","23","17","19",57.475
"5","23","17","2",0
"5","23","17","20",0
"5","23","17","21",0
"5","23","17","22",0
"5","23","17","23",0
"5","23","17","3",0
"5","23","17","4",0
"5","23","17","5",15.67
"5","23","17","6",142.15
"5","23","17","7",571.5
"5","23","17","8",1771.5
"5","23","17","9",1388.25
"5","24","16","0",0
"5","24","16","1",0
"5","24","16","10",3476.75
"5","24","16","11",2891.25
"5","24","16","12",4022.5
"5","24","16","13",4259
"5","24","16","14",4101.5
"5","24","16","15",3584.75
"5","24","16","16",2770
"5","24","16","17",1576.5
"5","24","16","18",502
"5","24","16","19",124.35
"5","24","16","2",0
"5","24","16","20",3.125
"5","24","16","21",0
"5","24","16","22",0
"5","24","16","23",0
"5","24","16","3",0
"5","24","16","4",0
"5","24","16","5",23.445
"5","24","16","6",257.5
"5","24","16","7",994
"5","24","16","8",2132
"5","24","16","9",3056
"5","24","17","0",0
"5","24","17","1",0
"5","24","17","10",619.75
"5","24","17","11",990.75
"5","24","17","12",1563.75
"5","24","17","13",561.25
"5","24","17","14",452.5
"5","24","17","15",751.25
"5","24","17","16",1089.25
"5","24","17","17",956
"5","24","17","18",183.475
"5","24","17","19",43.3
"5","24","17","2",0
"5","24","17","20",3.375
"5","24","17","21",0
"5","24","17","22",0
"5","24","17","23",0
"5","24","17","3",0
"5","24","17","4",0
"5","24","17","5",3.1
"5","24","17","6",139.475
"5","24","17","7",294
"5","24","17","8",301
"5","24","17","9",497.75
"5","25","16","0",0
"5","25","16","1",0
"5","25","16","10",3486
"5","25","16","11",3410.5
"5","25","16","12",3675
"5","25","16","13",3910.5
"5","25","16","14",3113.5
"5","25","16","15",2156
"5","25","16","16",1676.25
"5","25","16","17",1326.5
"5","25","16","18",352.75
"5","25","16","19",77.325
"5","25","16","2",0
"5","25","16","20",3.521
"5","25","16","21",0
"5","25","16","22",0
"5","25","16","23",0
"5","25","16","3",0
"5","25","16","4",0
"5","25","16","5",17.05
"5","25","16","6",273.95
"5","25","16","7",1020.5
"5","25","16","8",2091
"5","25","16","9",2639.75
"5","25","17","0",0
"5","25","17","1",0
"5","25","17","10",1585.5
"5","25","17","11",1633.75
"5","25","17","12",1581.5
"5","25","17","13",2011.5
"5","25","17","14",2182
"5","25","17","15",3432
"5","25","17","16",2753.25
"5","25","17","17",1741.25
"5","25","17","18",702.75
"5","25","17","19",123.225
"5","25","17","2",0
"5","25","17","20",6.01
"5","25","17","21",0
"5","25","17","22",0
"5","25","17","23",0
"5","25","17","3",0
"5","25","17","4",0
"5","25","17","5",13.4
"5","25","17","6",83.8
"5","25","17","7",415
"5","25","17","8",727
"5","25","17","9",1176.75
"5","26","16","0",0
"5","26","16","1",0
"5","26","16","10",238.5
"5","26","16","11",2202.5
"5","26","16","12",3507.75
"5","26","16","13",3668.75
"5","26","16","14",3115.5
"5","26","16","15",2238.25
"5","26","16","16",2217.75
"5","26","16","17",1284
"5","26","16","18",812.25
"5","26","16","19",62.6
"5","26","16","2",0
"5","26","16","20",0.965
"5","26","16","21",0
"5","26","16","22",0
"5","26","16","23",0
"5","26","16","3",0
"5","26","16","4",0
"5","26","16","5",16.65
"5","26","16","6",149.375
"5","26","16","7",374.75
"5","26","16","8",30.1695
"5","26","16","9",80.05
"5","26","17","0",0
"5","26","17","1",0
"5","26","17","10",1351.5
"5","26","17","11",3562.25
"5","26","17","12",3236.75
"5","26","17","13",1585.25
"5","26","17","14",2385.75
"5","26","17","15",2561
"5","26","17","16",1061
"5","26","17","17",242
"5","26","17","18",296.375
"5","26","17","19",31.51
"5","26","17","2",0
"5","26","17","20",0
"5","26","17","21",0
"5","26","17","22",0
"5","26","17","23",0
"5","26","17","3",0
"5","26","17","4",0
"5","26","17","5",30.0675
"5","26","17","6",336
"5","26","17","7",1096.75
"5","26","17","8",1991.5
"5","26","17","9",2936.25
"5","27","16","0",0
"5","27","16","1",0
"5","27","16","10",2287.25
"5","27","16","11",2411.25
"5","27","16","12",3097.5
"5","27","16","13",2917.25
"5","27","16","14",1558.25
"5","27","16","15",1540.75
"5","27","16","16",1143
"5","27","16","17",576.2
"5","27","16","18",87.95
"5","27","16","19",58.1
"5","27","16","2",0
"5","27","16","20",0
"5","27","16","21",0
"5","27","16","22",0
"5","27","16","23",0
"5","27","16","3",0
"5","27","16","4",0
"5","27","16","5",25.45
"5","27","16","6",306.5
"5","27","16","7",802.25
"5","27","16","8",1116.75
"5","27","16","9",2683.5
"5","27","17","0",0
"5","27","17","1",0
"5","27","17","10",1221.75
"5","27","17","11",1822.75
"5","27","17","12",1870.75
"5","27","17","13",2962
"5","27","17","14",3877.5
"5","27","17","15",3920.5
"5","27","17","16",2768.75
"5","27","17","17",1461.5
"5","27","17","18",696.5
"5","27","17","19",218.675
"5","27","17","2",0
"5","27","17","20",3.125
"5","27","17","21",0
"5","27","17","22",0
"5","27","17","23",0
"5","27","17","3",0
"5","27","17","4",0
"5","27","17","5",14.475
"5","27","17","6",219.25
"5","27","17","7",442
"5","27","17","8",988
"5","27","17","9",1225
"5","28","16","0",0
"5","28","16","1",0
"5","28","16","10",1264.75
"5","28","16","11",2289.25
"5","28","16","12",1868
"5","28","16","13",2929.5
"5","28","16","14",3436.5
"5","28","16","15",3203.25
"5","28","16","16",2734.25
"5","28","16","17",1658.25
"5","28","16","18",687.25
"5","28","16","19",185.125
"5","28","16","2",0
"5","28","16","20",3.8
"5","28","16","21",0
"5","28","16","22",0
"5","28","16","23",0
"5","28","16","3",0
"5","28","16","4",0
"5","28","16","5",14.2825
"5","28","16","6",217.375
"5","28","16","7",576.75
"5","28","16","8",812
"5","28","16","9",672
"5","28","17","0",0
"5","28","17","1",0
"5","28","17","10",3450
"5","28","17","11",3042.75
"5","28","17","12",2495.25
"5","28","17","13",2340.25
"5","28","17","14",3040.5
"5","28","17","15",3125.5
"5","28","17","16",2866.75
"5","28","17","17",1890.25
"5","28","17","18",730
"5","28","17","19",111.225
"5","28","17","2",0
"5","28","17","20",7.1575
"5","28","17","21",0
"5","28","17","22",0
"5","28","17","23",0
"5","28","17","3",0
"5","28","17","4",0
"5","28","17","5",17.5225
"5","28","17","6",318.25
"5","28","17","7",655.25
"5","28","17","8",1020.25
"5","28","17","9",2239.5
"5","29","16","0",0
"5","29","16","1",0
"5","29","16","10",3404.5
"5","29","16","11",3716.75
"5","29","16","12",3777
"5","29","16","13",3735.25
"5","29","16","14",3558.5
"5","29","16","15",3331
"5","29","16","16",2395
"5","29","16","17",1672
"5","29","16","18",650.25
"5","29","16","19",101.525
"5","29","16","2",0
"5","29","16","20",7.7625
"5","29","16","21",0
"5","29","16","22",0
"5","29","16","23",0
"5","29","16","3",0
"5","29","16","4",0
"5","29","16","5",20.325
"5","29","16","6",251.5
"5","29","16","7",990.25
"5","29","16","8",2027.25
"5","29","16","9",2920
"5","29","17","0",0
"5","29","17","1",0
"5","29","17","10",4248.75
"5","29","17","11",4674.5
"5","29","17","12",3883
"5","29","17","13",4571
"5","29","17","14",3142.5
"5","29","17","15",1934.25
"5","29","17","16",2720.75
"5","29","17","17",1613.5
"5","29","17","18",570
"5","29","17","19",239.075
"5","29","17","2",0
"5","29","17","20",8.61
"5","29","17","21",0
"5","29","17","22",0
"5","29","17","23",0
"5","29","17","3",0
"5","29","17","4",0
"5","29","17","5",27.2275
"5","29","17","6",263.5
"5","29","17","7",1194.5
"5","29","17","8",2463.5
"5","29","17","9",3495
"5","3","16","0",0
"5","3","16","1",0
"5","3","16","10",4247
"5","3","16","11",3940.75
"5","3","16","12",3875.5
"5","3","16","13",2956
"5","3","16","14",2250.25
"5","3","16","15",1179
"5","3","16","16",937.25
"5","3","16","17",1131.5
"5","3","16","18",384.75
"5","3","16","19",85.73
"5","3","16","2",0
"5","3","16","20",0
"5","3","16","21",0
"5","3","16","22",0
"5","3","16","23",0
"5","3","16","3",0
"5","3","16","4",0
"5","3","16","5",1.5
"5","3","16","6",122.825
"5","3","16","7",1029.75
"5","3","16","8",2320.75
"5","3","16","9",3436.75
"5","3","17","0",0
"5","3","17","1",0
"5","3","17","10",1186.75
"5","3","17","11",666
"5","3","17","12",958
"5","3","17","13",1198.75
"5","3","17","14",1233.75
"5","3","17","15",1029.25
"5","3","17","16",662.75
"5","3","17","17",373.5
"5","3","17","18",97.75
"5","3","17","19",8.275
"5","3","17","2",0
"5","3","17","20",0
"5","3","17","21",0
"5","3","17","22",0
"5","3","17","23",0
"5","3","17","3",0
"5","3","17","4",0
"5","3","17","5",6.545
"5","3","17","6",294.1
"5","3","17","7",713.5
"5","3","17","8",1102.75
"5","3","17","9",1542.5
"5","30","16","0",0
"5","30","16","1",0
"5","30","16","10",3472.25
"5","30","16","11",3835.5
"5","30","16","12",3826.75
"5","30","16","13",3113
"5","30","16","14",3370.5
"5","30","16","15",3031.25
"5","30","16","16",1381.25
"5","30","16","17",484.75
"5","30","16","18",149.75
"5","30","16","19",42.0875
"5","30","16","2",0
"5","30","16","20",0
"5","30","16","21",0
"5","30","16","22",0
"5","30","16","23",0
"5","30","16","3",0
"5","30","16","4",0
"5","30","16","5",25.7575
"5","30","16","6",258.75
"5","30","16","7",929.25
"5","30","16","8",2045.25
"5","30","16","9",2858
"5","30","17","0",0
"5","30","17","1",0
"5","30","17","10",4393.5
"5","30","17","11",4715.75
"5","30","17","12",2810.25
"5","30","17","13",3841.5
"5","30","17","14",3484.25
"5","30","17","15",2882.5
"5","30","17","16",2785.75
"5","30","17","17",1757
"5","30","17","18",764.25
"5","30","17","19",188.8
"5","30","17","2",0
"5","30","17","20",2.825
"5","30","17","21",0
"5","30","17","22",0
"5","30","17","23",0
"5","30","17","3",0
"5","30","17","4",0
"5","30","17","5",26.905
"5","30","17","6",299
"5","30","17","7",1040.75
"5","30","17","8",2285
"5","30","17","9",3577.75
"5","31","16","0",0
"5","31","16","1",0
"5","31","16","10",2168.5
"5","31","16","11",2175.25
"5","31","16","12",2560.75
"5","31","16","13",3227.75
"5","31","16","14",3251
"5","31","16","15",2638.75
"5","31","16","16",740.675
"5","31","16","17",75.325
"5","31","16","18",157.25
"5","31","16","19",84.3
"5","31","16","2",0
"5","31","16","20",1.9325
"5","31","16","21",0
"5","31","16","22",0
"5","31","16","23",0
"5","31","16","3",0
"5","31","16","4",0
"5","31","16","5",18.8
"5","31","16","6",253.5
"5","31","16","7",489.25
"5","31","16","8",1154
"5","31","16","9",2189.25
"5","31","17","0",0
"5","31","17","1",0
"5","31","17","10",4374
"5","31","17","11",4708
"5","31","17","12",4715.5
"5","31","17","13",4714.25
"5","31","17","14",4639.75
"5","31","17","15",4090.25
"5","31","17","16",3210.25
"5","31","17","17",2026
"5","31","17","18",766
"5","31","17","19",109.55
"5","31","17","2",0
"5","31","17","20",5.7825
"5","31","17","21",0
"5","31","17","22",0
"5","31","17","23",0
"5","31","17","3",0
"5","31","17","4",0
"5","31","17","5",23.79
"5","31","17","6",249.25
"5","31","17","7",1204
"5","31","17","8",2395
"5","31","17","9",3569.75
"5","4","16","0",0
"5","4","16","1",0
"5","4","16","10",3184
"5","4","16","11",3269.75
"5","4","16","12",2590.75
"5","4","16","13",3123.5
"5","4","16","14",2432.5
"5","4","16","15",1315
"5","4","16","16",937.75
"5","4","16","17",825.25
"5","4","16","18",437
"5","4","16","19",37.67
"5","4","16","2",0
"5","4","16","20",0
"5","4","16","21",0
"5","4","16","22",0
"5","4","16","23",0
"5","4","16","3",0
"5","4","16","4",0
"5","4","16","5",1.5925
"5","4","16","6",169.45
"5","4","16","7",746.5
"5","4","16","8",1988.25
"5","4","16","9",1619
"5","4","17","0",0
"5","4","17","1",0
"5","4","17","10",384
"5","4","17","11",1051.75
"5","4","17","12",1013
"5","4","17","13",653.75
"5","4","17","14",340
"5","4","17","15",243.75
"5","4","17","16",247.25
"5","4","17","17",300.5
"5","4","17","18",260.25
"5","4","17","19",111.9125
"5","4","17","2",0
"5","4","17","20",0
"5","4","17","21",0
"5","4","17","22",0
"5","4","17","23",0
"5","4","17","3",0
"5","4","17","4",0
"5","4","17","5",0
"5","4","17","6",5.0145
"5","4","17","7",82.4
"5","4","17","8",241.25
"5","4","17","9",292.25
"5","5","16","0",0
"5","5","16","1",0
"5","5","16","10",2767.5
"5","5","16","11",3136.75
"5","5","16","12",2991
"5","5","16","13",2501.5
"5","5","16","14",2561
"5","5","16","15",2366.25
"5","5","16","16",1544.75
"5","5","16","17",720.25
"5","5","16","18",409.75
"5","5","16","19",82.73
"5","5","16","2",0
"5","5","16","20",0
"5","5","16","21",0
"5","5","16","22",0
"5","5","16","23",0
"5","5","16","3",0
"5","5","16","4",0
"5","5","16","5",1.275
"5","5","16","6",96.375
"5","5","16","7",487
"5","5","16","8",727.75
"5","5","16","9",2311.75
"5","5","17","0",0
"5","5","17","1",0
"5","5","17","10",4623.25
"5","5","17","11",4693.25
"5","5","17","12",4151.5
"5","5","17","13",4516.25
"5","5","17","14",4582.75
"5","5","17","15",4289.75
"5","5","17","16",3286.75
"5","5","17","17",1887.5
"5","5","17","18",569
"5","5","17","19",67.15
"5","5","17","2",0
"5","5","17","20",0.09475
"5","5","17","21",0
"5","5","17","22",0
"5","5","17","23",0
"5","5","17","3",0
"5","5","17","4",0
"5","5","17","5",2.75
"5","5","17","6",179.85
"5","5","17","7",1102
"5","5","17","8",2548.5
"5","5","17","9",3790
"5","6","16","0",0
"5","6","16","1",0
"5","6","16","10",3942.25
"5","6","16","11",4307
"5","6","16","12",4373.75
"5","6","16","13",4008.25
"5","6","16","14",2507
"5","6","16","15",3554.5
"5","6","16","16",2802.25
"5","6","16","17",1567
"5","6","16","18",527.75
"5","6","16","19",75.35
"5","6","16","2",0
"5","6","16","20",0.02375
"5","6","16","21",0
"5","6","16","22",0
"5","6","16","23",0
"5","6","16","3",0
"5","6","16","4",0
"5","6","16","5",4.25675
"5","6","16","6",146.675
"5","6","16","7",922.25
"5","6","16","8",1900.5
"5","6","16","9",2167.5
"5","6","17","0",0
"5","6","17","1",0
"5","6","17","10",3763
"5","6","17","11",4569.5
"5","6","17","12",4006.75
"5","6","17","13",3928.25
"5","6","17","14",2959.75
"5","6","17","15",2593.25
"5","6","17","16",2490.5
"5","6","17","17",1590.75
"5","6","17","18",641.75
"5","6","17","19",68.8
"5","6","17","2",0
"5","6","17","20",0.15375
"5","6","17","21",0
"5","6","17","22",0
"5","6","17","23",0
"5","6","17","3",0
"5","6","17","4",0
"5","6","17","5",0
"5","6","17","6",131
"5","6","17","7",389.75
"5","6","17","8",1400
"5","6","17","9",2275
"5","7","16","0",0
"5","7","16","1",0
"5","7","16","10",830.5
"5","7","16","11",2148.25
"5","7","16","12",1510
"5","7","16","13",933.5
"5","7","16","14",3621.75
"5","7","16","15",3274.75
"5","7","16","16",2436.5
"5","7","16","17",805.75
"5","7","16","18",584.5
"5","7","16","19",94.155
"5","7","16","2",0
"5","7","16","20",0
"5","7","16","21",0
"5","7","16","22",0
"5","7","16","23",0
"5","7","16","3",0
"5","7","16","4",0
"5","7","16","5",2.7
"5","7","16","6",134.575
"5","7","16","7",889.75
"5","7","16","8",953
"5","7","16","9",878.75
"5","7","17","0",0
"5","7","17","1",0
"5","7","17","10",4353.75
"5","7","17","11",4713.75
"5","7","17","12",4712
"5","7","17","13",4713.25
"5","7","17","14",4682.75
"5","7","17","15",4116.25
"5","7","17","16",3189.25
"5","7","17","17",1931.75
"5","7","17","18",621.5
"5","7","17","19",65.825
"5","7","17","2",0
"5","7","17","20",0.20975
"5","7","17","21",0
"5","7","17","22",0
"5","7","17","23",0
"5","7","17","3",0
"5","7","17","4",0
"5","7","17","5",7.075
"5","7","17","6",196.225
"5","7","17","7",1140
"5","7","17","8",2522.25
"5","7","17","9",3676.75
"5","8","16","0",0
"5","8","16","1",0
"5","8","16","10",543.75
"5","8","16","11",838
"5","8","16","12",1275.25
"5","8","16","13",1240.75
"5","8","16","14",2723.75
"5","8","16","15",2549.5
"5","8","16","16",1714.75
"5","8","16","17",793
"5","8","16","18",392.5
"5","8","16","19",70.1825
"5","8","16","2",0
"5","8","16","20",0
"5","8","16","21",0
"5","8","16","22",0
"5","8","16","23",0
"5","8","16","3",0
"5","8","16","4",0
"5","8","16","5",0
"5","8","16","6",11.07175
"5","8","16","7",63.75
"5","8","16","8",391
"5","8","16","9",706.5
"5","8","17","0",0
"5","8","17","1",0
"5","8","17","10",2240.25
"5","8","17","11",2667.5
"5","8","17","12",1327.25
"5","8","17","13",2226
"5","8","17","14",4101.25
"5","8","17","15",3883
"5","8","17","16",2982.5
"5","8","17","17",1704.5
"5","8","17","18",536.75
"5","8","17","19",147.25
"5","8","17","2",0
"5","8","17","20",0.211
"5","8","17","21",0
"5","8","17","22",0
"5","8","17","23",0
"5","8","17","3",0
"5","8","17","4",0
"5","8","17","5",7.8525
"5","8","17","6",211.3
"5","8","17","7",1089
"5","8","17","8",2469
"5","8","17","9",1293.75
"5","9","16","0",0
"5","9","16","1",0
"5","9","16","10",1134.25
"5","9","16","11",361.25
"5","9","16","12",1217
"5","9","16","13",2376.75
"5","9","16","14",1824.25
"5","9","16","15",618.25
"5","9","16","16",299.25
"5","9","16","17",288.5
